1300,1306,1312,1318,1324,1330,1336,1342,1348,1354,1400,1406,1412,1418,1424,1430,1436,1442,1448,1454,1500,1506,1512,1518,1524,1530,1536,1542,1548,1554,1600,1606,1612,1618,1624,1630,1636,1642,1648,1654,1700,1706,1712,1718,1724,1730,1736,1742,1748,1754,1800,1806,1812,1818,1824,1830,1836,1842,1848,1854,1900,1906,1912,1918,1924,1930,1936,1942,1948,1954,2000,2006,2012,2018,2024,2030,2036,2042,2048,2054,2100,2106,2112,2118,2124,2130,2136,2142,2148,2154,2200,2206,2212,2218,2224,2230,2236,2242,2248,2254,2300,2306,2312,2318,2324,2330,2336,2342,2348,2354,2400,2406,2412,2418,2424,2430,2436,2442,2448,2454,2500,2506,2512,2518,2524,2530,2536,2542,2548,2554,2600,2606,2612,2618,2624,2630,
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,96,95,94,93,92,90,89,88,87,85,84,83,82,81,79,78,77,76,75,73,72,71,70,68,67,66,65,64,62,61,60,59,58,56,55,54,53,52,50,49,48,47,45,44,43,42,41,39,38,37,36,35,33,32,31,30,28,27,26,25,24,22,21,20,19,18,16,15,14,13,12,10,9,8,7,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,97,97,96,95,94,93,92,91,91,90,89,88,87,86,86,85,84,83,82,81,80,80,79,78,77,76,75,74,74,73,72,71,70,69,69,68,67,66,65,64,63,63,62,61,60,59,58,57,57,56,55,54,53,52,51,51,50,49,48,47,46,46,45,44,43,42,41,40,40,39,38,37,36,35,34,34,33,32,31,30,29,29,28,27,26,25,24,23,23,22,21,20,19,18,17,17,16,15,14,13,12,11,11,10,9
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,97,97,96,95,94,94,93,92,92,91,90,90,89,88,88,87,86,86,85,84,83,83,82,81,81,80,79,79,78,77,77,76,75,74,74,73,72,72,71,70,70,69,68,68,67,66,66,65,64,63,63,62,61,61,60,59,59,58,57,57,56,55,54,54,53,52,52,51,50,49,49,48,48,47,46,46,45,44,43,43,42,41,41,40,39,39,38,37,37,36,35,34,34,33,32,32,31,30,30,29,28,28,27
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,97,96,96,95,94,94,93,92,92,91,90,89,89,88,87,87,86,85,85,84,83,82,82,81,80,80,79,78,78,77,76,75,75,74,73,73,72,71,71,70,69,68,68,67,66,66,65,64,64,63,62,61,61,60,59,59,58,57,56,56,55,54,54,53,52,52,51,50,49,49,48,47,47,46,45,45,44,43,42,42,41,40,40,39,38,38,37,36,35,35,34,33
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,97,97,96,96,95,94,94,93,92,92,91,90,90,89,89,88,87,87,86,85,85,84,83,83,82,82,81,80,80,79,78,78,77,77,76,75,75,74,73,73,72,71,71,70,70,69,68,68,67,66,66,65,64,64,63,63,62,61,61,60,59,59,58,57,57,56,56,55,54,54,53,52,52,51,50,50,49,49,48,47,47,46,45,45,44,43,43,42
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,97,97,96,96,95,94,94,93,92,92,91,91,90,89,89,88,87,87,86,86,85,84,84,83,82,82,81,81,80,79,79,78,77,77,76,76,75,74,74,73,72,72,71,71,70,69,69,68,67,67,66,66,65,64,64,63,62,62,61,61,60,59,59,58,57,57,56,56,55,54,54,53,52,52,51,51,50,49,49,48,47,47,46,46,45,44
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,97,96,96,95,94,93,93,92,91,90,90,89,88,87,87,86,85,84,84,83,82,81,81,80,79,79,78,77,76,76,75,74,73,73,72,71,70,70,69,68,67,67,66,65,64,64,63,62,61,61,60,59,59,58,57,56,56,55,54,53,53,52,51,50,50,49,48,47,47,46,45,44
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,98,97,96,95,95,94,93,92,91,91,90,89,88,87,87,86,85,84,84,83,82,81,80,80,79,78,77,76,76,75,74,73,73,72,71,70,69,69,68,67,66,65,65,64,63,62,62,61,60,59,58,58,57,56,55,55,54,53,52,51,51,50,49,48,47,47
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,98,97,96,95,94,94,93,92,91,90,90,89,88,87,86,86,85,84,83,82,82,81,80,79,78,78,77,76,75,74,74,73,72,71,70,70,69,68,67,66,66,65,64,63,62,62,61,60,59,58,58,57,56,55,54,54,53,52,51,50,50,49,48
